target,relevance,outcome,metallibs,perf,tracker_id,note
//max/kernels/test/gpu/nn:test_topk_topp_sampling_with_dist.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/nn:test_toppminp_gpu.mojo.test,excluded,EXCLUDED,,,MOCO-3650,FIXME: MOCO-3650 — NaN in BFloat16 top-p sampling on Apple GPU
//max/kernels/test/gpu/nn:test_tpool_patch_merger.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/nn:test_warp_bitonic_sort.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/nn:test_winograd_conv.mojo.test,generic,PASS,24,,,
//max/kernels/test/gpu/nn:test_ws_intracta_combine.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/numerics:test_e2m1_conversion.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/numerics:test_e4m3fn_conversion.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/numerics:test_e4m3fn_to_e4m3fnuz_conversion.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/numerics:test_e4m3fnuz_conversion.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/numerics:test_e5m2_conversion.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/numerics:test_e5m2fnuz_conversion.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/numerics:test_fp8_nan.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/numerics:test_fp8fnuz_amd.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/numerics:test_ue8m0_conversion.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/quantization:test_grouped_nvfp4_quantization.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/quantization:test_int4tobf16.mojo.test,generic,PASS,3,,,
//max/kernels/test/gpu/quantization:test_multistage_gemm_q.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/quantization:test_nvfp4_block_scales_interleave.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/quantization:test_nvfp4_quantization_near_zero.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/quantization:test_scaled_fp8_quantization.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/quantization:test_scaled_matmul.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/quantization:test_scaled_matmul_pathological_bscale.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/quantization:test_scaled_mxfp8_quantization.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/quantization:test_scaled_nvfp4_quantization.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/quantization:test_scaled_nvfp4_quantization_async.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/shmem:test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/shmem:test.validate_lit_features,generic,PASS,0,,,
//max/kernels/test/gpu/shmem:test_ep_combine.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/shmem:test_ep_combine_ordering.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/shmem:test_ep_dispatch.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/shmem:test_ep_dispatch_fp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/shmem:test_mx_ep_wait_scale_fusion.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/shmem:test_mxfp4_fused_silu_scale_fusion.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/shmem:test_mxfp6_fused_silu.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/shmem:test_mxfp6_send_buf.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/shmem:test_mxfp8_fused_silu_scale_fusion.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/shmem:test_mxfp8_scale_overflow_probe.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/shmem:test_shmem_buffer.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/shmem:test_shmem_gpu_per_process.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/shmem:test_shmem_gpu_per_thread.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/shmem:test_shmem_put_block.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/shmem:test_shmem_ring_bcast.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/shmem:test_shmem_ring_reduce.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/state_space:test_causal_conv1d.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/state_space:test_causal_conv1d_update.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/state_space:test_gated_delta.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/state_space:test_gated_delta_conv1d.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/state_space:test_gated_group_rmsnorm.mojo.test,generic,PASS,4,,,
//max/kernels/test/gpu/state_space:test_mamba2_ssd_scan.mojo.test,generic,FAIL,10,,,
//max/kernels/test/gpu/state_space:test_mamba_split_conv1d_scan_combined.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/state_space:test_rms_norm_fused_residual.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/state_space:test_selective_scan.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/state_space:test_ssd_combined.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/state_space:test_varlen_causal_conv1d.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/state_space:test_varlen_selective_scan.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/structured_kernels:test_load_to_lds.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mask_applier_unit.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mfma_fragment_lane_mapping.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mha_i2i_random_ref.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mha_i2i_repro.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mha_mma_op_fp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mha_prefill_v2.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mha_prefill_v2_causal.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mha_prefill_v2_gqa.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mha_prefill_v2_paged.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mha_prefill_v2_rescale.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mha_softmax_unit.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mha_vs_naive_reference.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mla_prefill_v2.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mla_prefill_v2_nkv8_gate_nkv1_h128_s2048.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mla_prefill_v2_nkv8_gate_nkv1_h32_s2048.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mla_prefill_v2_nkv8_gate_nkv8_h128_s2048.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mla_prefill_v2_nkv8_gate_nkv8_h128_s512.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mla_prefill_v2_nkv8_gate_nkv8_h16_s2048.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mla_prefill_v2_nkv8_gate_nkv8_h16_s512.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mla_prefill_v2_nkv8_gate_nkv8_h32_s2048.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mla_prefill_v2_nkv8_gate_nkv8_h32_s512.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_mma_op_unit.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_ps_metadata.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_pv_chain_fp32_ref.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_q_loader_lane_layout.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_qk_chain_fp32_ref.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_sub_tile_loader_lds_smoke.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/structured_kernels:test_v227_adapter_round_trip.mojo.test,generic,NO_STATUS,,,,
